,auc,err,time,num
1,0.8014166019816447,0.0075824524756863245,0.42269391259994793,1
5,0.8630001674200569,0.005053858702953344,1.493111724599163,5
10,0.8969792094729312,0.0029271097422023133,2.787938565000894,10
15,0.90887288251678,0.0024682669752005165,4.044929391799468,15
20,0.9145092309331385,0.0023630421300169643,5.316559517600149,20
25,0.9181087621569791,0.002664003661883144,6.578221112598828,25
30,0.9207448670532548,0.002956950453116264,7.860843474401236,30
