,auc,err,time,num
1,0.9055719696969696,0.014601915579268132,1.0863178767924466,1
5,0.9481994949494951,0.006920249403080525,3.841570748793248,5
10,0.9626010101010103,0.0044466319800178945,7.201702339794116,10
15,0.9693434343434344,0.0034130635289708446,10.474527324190285,15
20,0.9721363636363638,0.002041444504194906,13.776673120595301,20
25,0.9735833333333334,0.0020487137334026656,17.058814525997395,25
30,0.9747070707070706,0.0016124434423286796,20.375547968593544,30
