,auc,err,time,num
1,0.9220479219474867,0.01523009991424744,0.464508905654111,1
5,0.9662776794681717,0.00409988106041362,1.5922414734302948,5
10,0.9754985891243007,0.003055488320427897,2.9646709485241445,10
15,0.9754555454588933,0.0037480988556510405,4.290202182988105,15
20,0.9779951217179205,0.0028418640380186676,5.604697416780982,20
25,0.9797455641111483,0.004139703577577284,6.9087279015282546,25
30,0.9796499115213544,0.0039933166292579645,8.252915884958384,30
