,auc,err,time,num
1,0.7101309989701339,0.015180700105941414,0.4752358175617701,1
5,0.77142780638517,0.016980488596676203,1.6244435618362332,5
10,0.8028696189495366,0.009425789583054683,2.9915133263373717,10
15,0.8208387229660143,0.005202074346722334,4.320631657225567,15
20,0.8280963954685892,0.005242093075896612,5.665255962588526,20
25,0.8325849639546858,0.00389818025001189,7.006560909414475,25
30,0.8380729145211123,0.004449806735471939,8.36446644983953,30
